idx,word,examples,phrases,distractors,batch,category,meanings,note,etymology,script,rare_kanji,complexity,retired
199,アイロン,"[{""word"": ""アイロンをつける"", ""reading"": ""あいろんをつける"", ""meaning"": ""to turn on the clothes iron"", ""tags"": []}]","[{""word"": ""アイロンをつける"", ""reading"": ""あいろんをつける"", ""meaning"": ""to turn on the clothes iron"", ""tags"": []}, {""word"": ""新しいアイロン"", ""reading"": ""あたらしいあいろん"", ""meaning"": ""a new clothes iron""}, {""word"": ""アイロンを切る"", ""reading"": ""あいろんをきる"", ""meaning"": ""switch off the clothes iron""}]","[{""word"": ""アーイロン"", ""reading"": ""あーいろん"", ""meaning"": ""(non-word)""}, {""word"": ""アイロソ"", ""reading"": ""あいろそ"", ""meaning"": ""(non-word)""}, {""word"": ""アイッロン"", ""reading"": ""あいっろん"", ""meaning"": ""(non-word)""}]",3,Electronics,clothes iron,,from English clothes iron,katakana,,4,false
200,リモコン,"[{""word"": ""リモコンをつける"", ""reading"": ""りもこんをつける"", ""meaning"": ""to turn on the remote control"", ""tags"": []}]","[{""word"": ""リモコンをつける"", ""reading"": ""りもこんをつける"", ""meaning"": ""to turn on the remote control"", ""tags"": []}, {""word"": ""新しいリモコン"", ""reading"": ""あたらしいりもこん"", ""meaning"": ""a new remote control""}, {""word"": ""リモコンを切る"", ""reading"": ""りもこんをきる"", ""meaning"": ""switch off the remote control""}]","[{""word"": ""リーモコン"", ""reading"": ""りーもこん"", ""meaning"": ""(non-word)""}, {""word"": ""リモゴン"", ""reading"": ""りもごん"", ""meaning"": ""(non-word)""}, {""word"": ""リモユン"", ""reading"": ""りもゆん"", ""meaning"": ""(non-word)""}]",3,Electronics,remote control,short for リモートコントロール,from English remote control,katakana,,4,false
201,コンセント,"[{""word"": ""コンセントをつける"", ""reading"": ""こんせんとをつける"", ""meaning"": ""to turn on the electrical outlet"", ""tags"": []}]","[{""word"": ""コンセントをつける"", ""reading"": ""こんせんとをつける"", ""meaning"": ""to turn on the electrical outlet"", ""tags"": []}, {""word"": ""新しいコンセント"", ""reading"": ""あたらしいこんせんと"", ""meaning"": ""a new electrical outlet""}, {""word"": ""コンセントを切る"", ""reading"": ""こんせんとをきる"", ""meaning"": ""switch off the electrical outlet""}]","[{""word"": ""コーンセント"", ""reading"": ""こーんせんと"", ""meaning"": ""(non-word)""}, {""word"": ""ゴンセント"", ""reading"": ""ごんせんと"", ""meaning"": ""(non-word)""}, {""word"": ""コンゼント"", ""reading"": ""こんぜんと"", ""meaning"": ""(non-word)""}]",3,Electronics,electrical outlet,NOT consent,from English electrical outlet,katakana,,5,false
202,スイッチ,"[{""word"": ""スイッチを使う"", ""reading"": ""すいっちをつかう"", ""meaning"": ""to use a switch"", ""tags"": []}]","[{""word"": ""スイッチを使う"", ""reading"": ""すいっちをつかう"", ""meaning"": ""to use a switch"", ""tags"": []}, {""word"": ""新しいスイッチ"", ""reading"": ""あたらしいすいっち"", ""meaning"": ""a new switch""}, {""word"": ""スイッチを買う"", ""reading"": ""すいっちをかう"", ""meaning"": ""buy a switch""}]","[{""word"": ""スーイッチ"", ""reading"": ""すーいっち"", ""meaning"": ""(non-word)""}, {""word"": ""ズイッチ"", ""reading"": ""ずいっち"", ""meaning"": ""(non-word)""}, {""word"": ""スイッヂ"", ""reading"": ""すいっぢ"", ""meaning"": ""(non-word)""}]",3,Household,switch,,from English switch,katakana,,4,false
203,ドア,"[{""word"": ""ドアを使う"", ""reading"": ""どあをつかう"", ""meaning"": ""to use a door"", ""tags"": []}]","[{""word"": ""ドアを使う"", ""reading"": ""どあをつかう"", ""meaning"": ""to use a door"", ""tags"": []}, {""word"": ""新しいドア"", ""reading"": ""あたらしいどあ"", ""meaning"": ""a new door""}, {""word"": ""ドアを買う"", ""reading"": ""どあをかう"", ""meaning"": ""buy a door""}]","[{""word"": ""ドーア"", ""reading"": ""どーあ"", ""meaning"": ""(non-word)""}, {""word"": ""トア"", ""reading"": ""とあ"", ""meaning"": ""(non-word)""}]",3,Household,door,,from English door,katakana,,2,false
204,タオル,"[{""word"": ""タオルを使う"", ""reading"": ""たおるをつかう"", ""meaning"": ""to use a towel"", ""tags"": []}]","[{""word"": ""タオルを使う"", ""reading"": ""たおるをつかう"", ""meaning"": ""to use a towel"", ""tags"": []}, {""word"": ""新しいタオル"", ""reading"": ""あたらしいたおる"", ""meaning"": ""a new towel""}, {""word"": ""タオルを買う"", ""reading"": ""たおるをかう"", ""meaning"": ""buy a towel""}]","[{""word"": ""ターオル"", ""reading"": ""たーおる"", ""meaning"": ""(non-word)""}, {""word"": ""ダオル"", ""reading"": ""だおる"", ""meaning"": ""(non-word)""}, {""word"": ""タオッル"", ""reading"": ""たおっる"", ""meaning"": ""(non-word)""}]",3,Household,towel,,from English towel,katakana,,3,false
205,ハンガー,"[{""word"": ""ハンガーを使う"", ""reading"": ""はんがーをつかう"", ""meaning"": ""to use a hanger"", ""tags"": []}]","[{""word"": ""ハンガーを使う"", ""reading"": ""はんがーをつかう"", ""meaning"": ""to use a hanger"", ""tags"": []}, {""word"": ""新しいハンガー"", ""reading"": ""あたらしいはんがー"", ""meaning"": ""a new hanger""}, {""word"": ""ハンガーを買う"", ""reading"": ""はんがーをかう"", ""meaning"": ""buy a hanger""}]","[{""word"": ""ハンガ"", ""reading"": ""はんが"", ""meaning"": ""(non-word)""}, {""word"": ""バンガー"", ""reading"": ""ばんがー"", ""meaning"": ""(non-word)""}, {""word"": ""ハンカー"", ""reading"": ""はんかー"", ""meaning"": ""(non-word)""}]",3,Household,hanger,,from English hanger,katakana,,4,false
206,シャンプー,"[{""word"": ""シャンプーを使う"", ""reading"": ""しゃんぷーをつかう"", ""meaning"": ""to use a shampoo"", ""tags"": []}]","[{""word"": ""シャンプーを使う"", ""reading"": ""しゃんぷーをつかう"", ""meaning"": ""to use a shampoo"", ""tags"": []}, {""word"": ""新しいシャンプー"", ""reading"": ""あたらしいしゃんぷー"", ""meaning"": ""a new shampoo""}, {""word"": ""シャンプーを買う"", ""reading"": ""しゃんぷーをかう"", ""meaning"": ""buy a shampoo""}]","[{""word"": ""シャンプ"", ""reading"": ""しゃんぷ"", ""meaning"": ""(non-word)""}, {""word"": ""ジャンプー"", ""reading"": ""じゃんぷー"", ""meaning"": ""(non-word)""}, {""word"": ""シャンブー"", ""reading"": ""しゃんぶー"", ""meaning"": ""(non-word)""}]",3,Household,shampoo,,from English shampoo,katakana,,5,false
207,ビル,"[{""word"": ""ビルに行く"", ""reading"": ""びるにいく"", ""meaning"": ""to go to the building"", ""tags"": []}]","[{""word"": ""ビルに行く"", ""reading"": ""びるにいく"", ""meaning"": ""to go to the building"", ""tags"": []}, {""word"": ""ビルの前で"", ""reading"": ""びるのまえで"", ""meaning"": ""in front of the building""}, {""word"": ""駅の近くのビル"", ""reading"": ""えきのちかくのびる"", ""meaning"": ""the building near the station""}]","[{""word"": ""ビール"", ""reading"": ""びーる"", ""meaning"": ""(non-word)""}, {""word"": ""ピル"", ""reading"": ""ぴる"", ""meaning"": ""(non-word)""}]",4,City,building,short for ビルディング,from English building,katakana,,2,false
208,マンション,"[{""word"": ""マンションに行く"", ""reading"": ""まんしょんにいく"", ""meaning"": ""to go to the condo / mid-rise apartment"", ""tags"": []}]","[{""word"": ""マンションに行く"", ""reading"": ""まんしょんにいく"", ""meaning"": ""to go to the condo / mid-rise apartment"", ""tags"": []}, {""word"": ""マンションの前で"", ""reading"": ""まんしょんのまえで"", ""meaning"": ""in front of the condo / mid-rise apartment""}, {""word"": ""駅の近くのマンション"", ""reading"": ""えきのちかくのまんしょん"", ""meaning"": ""the condo / mid-rise apartment near the station""}]","[{""word"": ""マーンション"", ""reading"": ""まーんしょん"", ""meaning"": ""(non-word)""}, {""word"": ""マンジョン"", ""reading"": ""まんじょん"", ""meaning"": ""(non-word)""}, {""word"": ""マソション"", ""reading"": ""まそしょん"", ""meaning"": ""(non-word)""}]",4,City,condo / mid-rise apartment,NOT a mansion,from English condo / mid-rise apartment,katakana,,5,false
209,アパート,"[{""word"": ""アパートに行く"", ""reading"": ""あぱーとにいく"", ""meaning"": ""to go to the low-rise apartment"", ""tags"": []}]","[{""word"": ""アパートに行く"", ""reading"": ""あぱーとにいく"", ""meaning"": ""to go to the low-rise apartment"", ""tags"": []}, {""word"": ""アパートの前で"", ""reading"": ""あぱーとのまえで"", ""meaning"": ""in front of the low-rise apartment""}, {""word"": ""駅の近くのアパート"", ""reading"": ""えきのちかくのあぱーと"", ""meaning"": ""the low-rise apartment near the station""}]","[{""word"": ""アパト"", ""reading"": ""あぱと"", ""meaning"": ""(non-word)""}, {""word"": ""アバート"", ""reading"": ""あばーと"", ""meaning"": ""(non-word)""}, {""word"": ""アパード"", ""reading"": ""あぱーど"", ""meaning"": ""(non-word)""}]",4,City,low-rise apartment,short for アパートメント,from English low-rise apartment,katakana,,4,false
210,デパート,"[{""word"": ""デパートに行く"", ""reading"": ""でぱーとにいく"", ""meaning"": ""to go to the department store"", ""tags"": []}]","[{""word"": ""デパートに行く"", ""reading"": ""でぱーとにいく"", ""meaning"": ""to go to the department store"", ""tags"": []}, {""word"": ""デパートの前で"", ""reading"": ""でぱーとのまえで"", ""meaning"": ""in front of the department store""}, {""word"": ""駅の近くのデパート"", ""reading"": ""えきのちかくのでぱーと"", ""meaning"": ""the department store near the station""}]","[{""word"": ""デパト"", ""reading"": ""でぱと"", ""meaning"": ""(non-word)""}, {""word"": ""テパート"", ""reading"": ""てぱーと"", ""meaning"": ""(non-word)""}, {""word"": ""デバート"", ""reading"": ""でばーと"", ""meaning"": ""(non-word)""}]",4,City,department store,short for デパートメントストア,from English department store,katakana,,4,false
211,スーパー,"[{""word"": ""スーパーに行く"", ""reading"": ""すーぱーにいく"", ""meaning"": ""to go to the supermarket"", ""tags"": []}]","[{""word"": ""スーパーに行く"", ""reading"": ""すーぱーにいく"", ""meaning"": ""to go to the supermarket"", ""tags"": []}, {""word"": ""スーパーの前で"", ""reading"": ""すーぱーのまえで"", ""meaning"": ""in front of the supermarket""}, {""word"": ""駅の近くのスーパー"", ""reading"": ""えきのちかくのすーぱー"", ""meaning"": ""the supermarket near the station""}]","[{""word"": ""スパー"", ""reading"": ""すぱー"", ""meaning"": ""(non-word)""}, {""word"": ""ズーパー"", ""reading"": ""ずーぱー"", ""meaning"": ""(non-word)""}, {""word"": ""スーバー"", ""reading"": ""すーばー"", ""meaning"": ""(non-word)""}]",4,City,supermarket,short for スーパーマーケット,from English supermarket,katakana,,4,false
212,コンビニ,"[{""word"": ""コンビニに行く"", ""reading"": ""こんびににいく"", ""meaning"": ""to go to the convenience store"", ""tags"": []}]","[{""word"": ""コンビニに行く"", ""reading"": ""こんびににいく"", ""meaning"": ""to go to the convenience store"", ""tags"": []}, {""word"": ""コンビニの前で"", ""reading"": ""こんびにのまえで"", ""meaning"": ""in front of the convenience store""}, {""word"": ""駅の近くのコンビニ"", ""reading"": ""えきのちかくのこんびに"", ""meaning"": ""the convenience store near the station""}]","[{""word"": ""コーンビニ"", ""reading"": ""こーんびに"", ""meaning"": ""(non-word)""}, {""word"": ""ゴンビニ"", ""reading"": ""ごんびに"", ""meaning"": ""(non-word)""}, {""word"": ""コンピニ"", ""reading"": ""こんぴに"", ""meaning"": ""(non-word)""}]",4,City,convenience store,short for コンビニエンスストア,from English convenience store,katakana,,4,false
213,トイレ,"[{""word"": ""トイレに行く"", ""reading"": ""といれにいく"", ""meaning"": ""to go to the toilet / bathroom"", ""tags"": []}]","[{""word"": ""トイレに行く"", ""reading"": ""といれにいく"", ""meaning"": ""to go to the toilet / bathroom"", ""tags"": []}, {""word"": ""トイレの前で"", ""reading"": ""といれのまえで"", ""meaning"": ""in front of the toilet / bathroom""}, {""word"": ""駅の近くのトイレ"", ""reading"": ""えきのちかくのといれ"", ""meaning"": ""the toilet / bathroom near the station""}]","[{""word"": ""トーイレ"", ""reading"": ""とーいれ"", ""meaning"": ""(non-word)""}, {""word"": ""ドイレ"", ""reading"": ""どいれ"", ""meaning"": ""(non-word)""}, {""word"": ""トイッレ"", ""reading"": ""といっれ"", ""meaning"": ""(non-word)""}]",4,City,toilet / bathroom,,from English toilet / bathroom,katakana,,3,false
214,キッチン,"[{""word"": ""キッチンに行く"", ""reading"": ""きっちんにいく"", ""meaning"": ""to go to the kitchen"", ""tags"": []}]","[{""word"": ""キッチンに行く"", ""reading"": ""きっちんにいく"", ""meaning"": ""to go to the kitchen"", ""tags"": []}, {""word"": ""キッチンの前で"", ""reading"": ""きっちんのまえで"", ""meaning"": ""in front of the kitchen""}, {""word"": ""駅の近くのキッチン"", ""reading"": ""えきのちかくのきっちん"", ""meaning"": ""the kitchen near the station""}]","[{""word"": ""キーッチン"", ""reading"": ""きーっちん"", ""meaning"": ""(non-word)""}, {""word"": ""ギッチン"", ""reading"": ""ぎっちん"", ""meaning"": ""(non-word)""}, {""word"": ""キッヂン"", ""reading"": ""きっぢん"", ""meaning"": ""(non-word)""}]",4,City,kitchen,,from English kitchen,katakana,,4,false
215,ベランダ,"[{""word"": ""ベランダに行く"", ""reading"": ""べらんだにいく"", ""meaning"": ""to go to the balcony"", ""tags"": []}]","[{""word"": ""ベランダに行く"", ""reading"": ""べらんだにいく"", ""meaning"": ""to go to the balcony"", ""tags"": []}, {""word"": ""ベランダの前で"", ""reading"": ""べらんだのまえで"", ""meaning"": ""in front of the balcony""}, {""word"": ""駅の近くのベランダ"", ""reading"": ""えきのちかくのべらんだ"", ""meaning"": ""the balcony near the station""}]","[{""word"": ""ベーランダ"", ""reading"": ""べーらんだ"", ""meaning"": ""(non-word)""}, {""word"": ""ペランダ"", ""reading"": ""ぺらんだ"", ""meaning"": ""(non-word)""}, {""word"": ""ベランタ"", ""reading"": ""べらんた"", ""meaning"": ""(non-word)""}]",4,City,balcony,,from English balcony,katakana,,4,false
216,エレベーター,"[{""word"": ""エレベーターをつける"", ""reading"": ""えれべーたーをつける"", ""meaning"": ""to turn on the elevator"", ""tags"": []}]","[{""word"": ""エレベーターをつける"", ""reading"": ""えれべーたーをつける"", ""meaning"": ""to turn on the elevator"", ""tags"": []}, {""word"": ""新しいエレベーター"", ""reading"": ""あたらしいえれべーたー"", ""meaning"": ""a new elevator""}, {""word"": ""エレベーターを切る"", ""reading"": ""えれべーたーをきる"", ""meaning"": ""switch off the elevator""}]","[{""word"": ""エレベター"", ""reading"": ""えれべたー"", ""meaning"": ""(non-word)""}, {""word"": ""エレペーター"", ""reading"": ""えれぺーたー"", ""meaning"": ""(non-word)""}, {""word"": ""エレベーダー"", ""reading"": ""えれべーだー"", ""meaning"": ""(non-word)""}]",3,Electronics,elevator,,from English elevator,katakana,,6,false
217,ホッチキス,"[{""word"": ""ホッチキスを買う"", ""reading"": ""ほっちきすをかう"", ""meaning"": ""to buy a stapler"", ""tags"": []}]","[{""word"": ""ホッチキスを買う"", ""reading"": ""ほっちきすをかう"", ""meaning"": ""to buy a stapler"", ""tags"": []}, {""word"": ""新しいホッチキス"", ""reading"": ""あたらしいほっちきす"", ""meaning"": ""a new stapler""}, {""word"": ""ホッチキスを借りる"", ""reading"": ""ほっちきすをかりる"", ""meaning"": ""borrow a stapler""}]","[{""word"": ""ホーッチキス"", ""reading"": ""ほーっちきす"", ""meaning"": ""(non-word)""}, {""word"": ""ボッチキス"", ""reading"": ""ぼっちきす"", ""meaning"": ""(non-word)""}, {""word"": ""ホッヂキス"", ""reading"": ""ほっぢきす"", ""meaning"": ""(non-word)""}]",3,Learning,stapler,from the Hotchkiss brand,from Hotchkiss (brand),katakana,,5,false
